DocumentId,PartnerId,DocumentDate,City,Sales
774426,11561,3/24/2022,TIMISOARA,897
774435,6050,3/24/2022,CLUJ-NAPOCA,253
774437,624,3/24/2022,CAREI,229
774455,624,3/24/2022,VALEA LUI MIHAI,457
774457,624,3/24/2022,CAREI,457
774460,353,3/24/2022,IASI,"1,274"
774464,6345,3/24/2022,CLUJ NAPOCA,463
774488,1073,3/24/2022,BUCURESTI,71
774493,6450,3/24/2022,SATU MARE,277
774504,10949,3/24/2022,LUGOJ,"1,479"
774510,9934,3/24/2022,BUCURESTI SECTORUL 2,503
774512,365,3/24/2022,ODORHEIU SECUIESC,355
774520,8379,3/24/2022,OSICA DE SUS,452
774522,11191,3/24/2022,BRASOV,266
774524,8473,3/24/2022,SATU MARE,289
774526,11614,3/24/2022,ARAD,291
774532,12085,3/24/2022,MACEA,183
774561,1387,3/25/2022,CLUJ NAPOCA,"2,252"
774567,8191,3/25/2022,IASI,"1,142"
774574,1809,3/25/2022,BRASOV,300
774583,476,3/25/2022,TARGU-MURES,150
774586,11301,3/25/2022,RUPEA,39
774590,10550,3/25/2022,MIOVENI,175
774591,6087,3/25/2022,BRASOV,574
774612,8655,3/25/2022,MIERCUREA CIUC,740
774617,10887,3/25/2022,BRASOV,154
774627,6995,3/25/2022,BRASOV,78
774631,12070,3/25/2022,TG MURES,572
774640,9652,3/25/2022,SANPAUL,541
774642,6448,3/25/2022,RADAUTI,488
774653,6173,3/25/2022,TIMISOARA,882
774660,624,3/25/2022,CAREI,653
774668,6557,3/25/2022,DUMBRAVITA,795
774675,6050,3/25/2022,GHEORGHENI,229
774678,723,3/25/2022,MOINESTI,834
774684,12146,3/25/2022,IASI,249
774700,554,3/25/2022,ISALNITA,812
774714,554,3/25/2022,ISALNITA,0
774719,12146,3/25/2022,IASI,83
774751,4518,3/28/2022,TARGU JIU,"1,448"
774752,4518,3/28/2022,TARGU JIU,"1,758"
774755,11217,3/28/2022,TURDA,816
774780,4518,3/28/2022,TARGU JIU,130
774788,5866,3/28/2022,CLUJ NAPOCA,"1,533"
774792,11167,3/28/2022,ROMAN,265
774800,11658,3/28/2022,BUCURESTI SECTORUL 3,157
774804,6108,3/28/2022,IASI,953
774814,11119,3/28/2022,ARAD,"1,500"
774821,10874,3/28/2022,SIGHETU MARMATIEI,949
774834,11352,3/28/2022,IZVORUL MURESULUI,403
774836,10874,3/28/2022,SIGHETU MARMATIEI,119
774856,8362,3/28/2022,CARANSEBES,"2,961"
774874,12260,3/28/2022,BUCURESTI SECTORUL 5,0
774883,554,3/28/2022,CRAIOVA,867
774886,1106,3/28/2022,SUCEAVA,219
774892,12227,3/28/2022,TARGU FRUMOS,299
774895,12260,3/28/2022,BUCURESTI SECTORUL 5,504
774896,6027,3/28/2022,TIMISOARA,"2,399"
774898,11292,3/28/2022,MIERCUREA CIUC,457
774908,554,3/28/2022,CRAIOVA,"2,156"
774912,10112,3/28/2022,TIMISOARA,"1,064"
774923,1049,3/28/2022,ZETEA,186
774929,1058,3/28/2022,ODORHEIU SECUIESC,137
774931,1098,3/28/2022,BUCURESTI SECTORUL 5,"1,033"
774939,1106,3/28/2022,SUCEAVA,979
774950,554,3/28/2022,ISALNITA,882
774952,8448,3/28/2022,SIMLEU SILVANIEI,133
774957,5987,3/28/2022,OTOPENI,569
774980,1196,3/28/2022,CLUJ NAPOCA,154
774983,8448,3/28/2022,SIMLEU SILVANIEI,"1,349"
774985,9676,3/28/2022,MOLDOVA NOUA,"2,762"
774988,11414,3/28/2022,MARTINIS,818
774997,9214,3/28/2022,ODORHEIU SECUIESC,933
775005,162,3/28/2022,SOVATA,122
775007,162,3/28/2022,SOVATA,765
775015,162,3/28/2022,SOVATA,379
775018,162,3/28/2022,SOVATA,542
775020,162,3/28/2022,SOVATA,698
775026,1098,3/28/2022,BUCURESTI SECTORUL 6,"1,869"
775030,162,3/28/2022,SOVATA,610
775036,5094,3/28/2022,TIMISOARA,0
775037,12176,3/28/2022,SACALAZ,58
775043,738,3/28/2022,CLUJ NAPOCA,483
775050,6015,3/28/2022,TARGU MURES,"1,223"
775060,11159,3/28/2022,TG MURES,188
775072,342,3/28/2022,MIERCUREA CIUC,"2,594"
775088,342,3/28/2022,MIERCUREA CIUC,"1,171"
775091,4517,3/28/2022,TARGU MURES,369
775097,554,3/28/2022,ISALNITA,948
775100,7158,3/28/2022,SFANTU  GHEORGHE,812
775114,7569,3/28/2022,TIMISOARA,"2,015"
775123,9831,3/28/2022,LETCANI,"1,203"
775131,11513,3/28/2022,SOVATA,512
775135,12185,3/28/2022,BUCURESTI SECTORUL 4,978
775152,9879,3/28/2022,ROMAN,294
775155,316,3/28/2022,TIMISOARA,421
775169,10771,3/28/2022,TURDA,"2,013"
775173,10366,3/28/2022,ROZNOV,398
775185,6326,3/28/2022,TIMISOARA,171
775191,11119,3/28/2022,ARAD,100
775209,124,3/28/2022,BRASOV,304
775217,6387,3/28/2022,BICAZ,942
775236,11931,3/28/2022,BRASOV,342
775244,11168,3/28/2022,IASI,128
775249,9080,3/28/2022,ZABALA,313
775253,8655,3/28/2022,MIERCUREA CIUC,599
775254,12176,3/28/2022,SACALAZ,139
775255,10874,3/28/2022,SIGHETU MARMATIEI,0
775256,8448,3/28/2022,SIMLEU SILVANIEI,0
775258,6955,3/28/2022,TURENI,0
775260,6950,3/28/2022,CLUJ NAPOCA,229
775291,11173,3/29/2022,TIMISOARA,600
775293,7287,3/29/2022,TARGU MURES,457
775296,9833,3/29/2022,MIERCUREA CIUC,"1,118"
775297,9584,3/29/2022,TUSNADU NOU,541
775299,11556,3/29/2022,BUCURESTI SECTORUL 3,182
775301,1035,3/29/2022,OTOPENI,"2,392"
775306,10769,3/29/2022,IASI,377
775315,11325,3/29/2022,BUCURESTI,626
775327,11893,3/29/2022,DEJ,111
775329,5066,3/29/2022,FAGARAS,541
775344,6805,3/29/2022,TARGU MURES,"1,402"
775346,5390,3/29/2022,TARGU MURES,"1,086"
775385,12051,3/29/2022,TIMISOARA,523
775388,8655,3/29/2022,MIERCUREA CIUC,296
775390,689,3/29/2022,TIMISOARA,779
775395,11010,3/29/2022,BUZIAS,776
775411,8655,3/29/2022,MIERCUREA CIUC,457
775413,8655,3/29/2022,MIERCUREA CIUC,257
775418,12051,3/29/2022,TIMISOARA,68
775420,1038,3/29/2022,BUCURESTI SECTORUL 2,229
775422,10776,3/29/2022,GALATI,310
775426,793,3/29/2022,FAGARAS,"1,116"
775431,1098,3/29/2022,BUCURESTI SECTORUL 3,"1,143"
775433,1809,3/29/2022,BRASOV,"1,299"
775437,7672,3/29/2022,FAGARAS,802
775464,1790,3/29/2022,GORNESTI,891
775466,6548,3/29/2022,FOCSANI,837
775469,1023,3/29/2022,ODORHEIU SECUIESC,829
775473,524,3/29/2022,PIATRA NEAMT,"1,430"
775476,10550,3/29/2022,MIOVENI,-25
775485,12263,3/29/2022,FALTICENI,870
775486,524,3/29/2022,PIATRA NEAMT,233
775509,7998,3/29/2022,TARGU JIU,"1,247"
775514,11512,3/29/2022,SADOVA VECHE,341
775523,10236,3/29/2022,CARANSEBES,"1,831"
775559,690,3/29/2022,SOVATA,266
775563,11255,3/29/2022,HARLAU,"1,067"
775567,10413,3/29/2022,IASI,856
775579,1387,3/29/2022,CLUJ NAPOCA,942
775583,10387,3/29/2022,CAMPULUNG,"1,848"
775584,7021,3/29/2022,BECLEAN,"2,451"
775603,11119,3/29/2022,ARAD,100
775615,143,3/29/2022,BRASOV,603
775629,6130,3/28/2022,CLUJ,74
775632,6246,3/29/2022,TARGU JIU,342
775634,6130,3/28/2022,CLUJ,74
775635,6130,3/28/2022,CLUJ,74
775636,6130,3/28/2022,CLUJ,74
775638,6130,3/28/2022,CLUJ,"3,373"
775641,5322,3/29/2022,BRASOV,154
775666,6050,3/30/2022,ODORHEIU SECUIESC,421
775668,5872,3/30/2022,CLUJ NAPOCA,"1,200"
775670,8565,3/30/2022,PLOIESTI,199
775676,161,3/30/2022,BRASOV,726
775683,9541,3/30/2022,ODORHEIU SECUIESC,"1,090"
775724,8456,3/30/2022,SINAIA,"1,354"
775727,11444,3/30/2022,DROBETA TURNU SEVERIN,944
775730,1098,3/30/2022,BUCURESTI SECTORUL 1,"1,133"
775764,442,3/30/2022,TURDA,940
775769,9886,3/30/2022,BRASOV,88
775773,690,3/30/2022,SOVATA,485
775781,6342,3/30/2022,BUCURESTI SECTORUL 2,379
775803,1058,3/30/2022,ODORHEIU SECUIESC,39
775805,1073,3/30/2022,BUCURESTI,"1,047"
775806,5575,3/30/2022,CLUJ NAPOCA,457
775808,650,3/30/2022,PETROSANI,"1,544"
775812,12270,3/30/2022,BUCURESTI SECTORUL 2,"1,630"
775821,6326,3/30/2022,CLUJ NAPOCA,"3,539"
775828,6326,3/30/2022,CLUJ NAPOCA,"2,672"
775844,11250,3/30/2022,GALATI,277
775846,7189,3/30/2022,BUCURESTI SECTORUL 3,504
775853,10023,3/30/2022,CLUJ NAPOCA,388
775867,11797,3/30/2022,TIMISOARA,233
775870,11945,3/30/2022,BUCURESTI SECTORUL 2,218
775871,10592,3/30/2022,BRASOV,479
775880,11797,3/30/2022,TIMISOARA,"2,872"
775901,1035,3/30/2022,OTOPENI,16
775902,1035,3/30/2022,OTOPENI,16
775912,12055,3/30/2022,BOTOSANI,598
775919,12273,3/30/2022,CLUJ NAPOCA,124
775929,9890,3/30/2022,PREDEAL,154
775932,1035,3/30/2022,OTOPENI,-557
775965,9593,3/31/2022,ARAD,465
775967,9593,3/31/2022,ARAD,465
775969,9593,3/31/2022,ARAD,465
775971,10696,3/31/2022,SANNICOLAU MARE,"1,500"
775984,11555,3/31/2022,CLUJ NAPOCA,229
775992,1430,3/31/2022,SANNICOLAU MARE,"1,208"
776002,7128,3/31/2022,FOCSANI,396
776026,8028,3/31/2022,CLUJ NAPOCA,858
776029,505,3/31/2022,FOCSANI,377
776050,12166,3/31/2022,TIMISOARA,291
776087,11349,3/31/2022,MIERCUREA NIRAJULUI,685
776094,10599,3/31/2022,FAGARAS,888
776096,12085,3/31/2022,MACEA,700
776114,1059,3/31/2022,GHEORGHENI,350
776116,5871,3/31/2022,CLUJ NAPOCA,769
776118,12163,3/31/2022,TARGU MURES,801
776140,7161,3/31/2022,ALBA IULIA,"1,233"
776143,11867,3/31/2022,BRASOV,475
776150,708,3/31/2022,CARANSEBES,"2,046"
776158,6027,3/31/2022,TIMISOARA,684
776169,10909,3/31/2022,TURDA,313
776177,723,3/31/2022,MOINESTI,866
776179,6437,3/31/2022,TIMISOARA,315
776192,12275,4/1/2022,ARMENIS,637
776211,12131,4/1/2022,SATU MARE,247
776214,6050,4/1/2022,BACAU,229
776217,6050,4/1/2022,ODORHEIU SECUIESC,457
776289,603,4/1/2022,BUCURESTI,642
776294,1098,4/1/2022,BUCURESTI SECTORUL 5,727
776306,12215,4/1/2022,BEIUS,120
776310,780,4/1/2022,OTOPENI,529
776315,5056,4/1/2022,TIMISOARA,0
776339,10874,4/1/2022,SIGHETU MARMATIEI,"1,167"
776343,5056,4/1/2022,TIMISOARA,811
776347,488,4/1/2022,CLUJ-NAPOCA,229
776362,11502,4/1/2022,FAGARAS,487
776426,554,4/4/2022,CRAIOVA,910
776441,10961,4/4/2022,BACIU,394
776444,8927,4/4/2022,CICEU-MIHAIESTI,"1,169"
776448,202,4/4/2022,ODORHEIU SECUIESC,898
776470,8655,4/4/2022,MIERCUREA CIUC,571
776475,12229,4/4/2022,CORUNCA,514
776477,11119,4/4/2022,ARAD,"1,219"
776490,690,4/4/2022,SOVATA,679
776495,554,4/4/2022,CRAIOVA,"1,007"
776503,193,4/4/2022,TIMISOARA,"2,361"
776511,1098,4/4/2022,BUCURESTI SECTORUL 6,694
776514,257,4/4/2022,ODORHEIU SECUIESC,390
776519,9226,4/4/2022,SOVATA,462
776527,11352,4/4/2022,IZVORUL MURESULUI,499
776536,12083,4/4/2022,MIERCUREA CIUC,"1,908"
776556,1058,4/4/2022,ODORHEIU SECUIESC,310
776558,1106,4/4/2022,SUCEAVA,78
776560,4814,4/4/2022,ODORHEIU SECUIESC,631
776566,1058,4/4/2022,ODORHEIU SECUIESC,330
776568,8655,4/4/2022,MIERCUREA CIUC,91
776576,11567,4/4/2022,BUCURESTI SECTORUL 5,99
776578,1098,4/4/2022,BUCURESTI SECTORUL 6,"2,779"
776589,4775,4/4/2022,TIMISOARA,768
776597,4518,4/4/2022,TARGU JIU,777
776599,193,4/4/2022,TIMISOARA,116
776602,4518,4/4/2022,TARGU JIU,692
776606,9595,4/4/2022,SANPAUL,"3,112"
776651,9676,4/4/2022,MOLDOVA NOUA,"2,036"
776658,1098,4/4/2022,BUCURESTI SECTORUL 5,422
776665,8362,4/4/2022,CARANSEBES,"2,496"
776668,6050,4/4/2022,ODORHEIU SECUIESC,725
776673,524,4/4/2022,PIATRA NEAMT,"2,144"
776678,1035,4/4/2022,OTOPENI,"1,537"
776680,10835,4/4/2022,TIMISOARA,985
776682,316,4/4/2022,TIMISOARA,939
776686,476,4/4/2022,TARGU-MURES,653
776696,1186,4/4/2022,SFÂNTU GHEORGHE,154
776711,12279,4/4/2022,BRASOV,952
776728,6027,4/4/2022,TIMISOARA,"3,068"
776750,633,4/4/2022,BARLAD,361
776772,9080,4/4/2022,ZABALA,931
776803,5640,4/4/2022,TARGU MURES,225
776805,10899,4/4/2022,TARGU MURES,541
776834,316,4/5/2022,TIMISOARA,778
776854,316,4/5/2022,TIMISOARA,69
776858,10594,4/5/2022,BACAU,455
776861,1029,4/5/2022,ODORHEIU SECUIESC,871
776863,9759,4/5/2022,TURDA,449
776877,11301,4/5/2022,RUPEA,449
776893,1851,4/5/2022,MIERCUREA CIUC,341
776896,1851,4/5/2022,MIERCUREA CIUC,85
776898,11046,4/5/2022,RADAUTI,270
776918,11652,4/5/2022,TIMIS,"1,725"
776933,8655,4/5/2022,MIERCUREA CIUC,125
776944,12266,4/5/2022,BUCURESTI SECTORUL 6,374
776948,1098,4/5/2022,BUCURESTI SECTORUL 1,"1,094"
776990,7269,4/5/2022,LUGOJ,"1,142"
776992,7569,4/5/2022,TIMISOARA,"1,569"
776997,1098,4/5/2022,BUCURESTI SECTORUL 3,"1,173"
777003,152,4/5/2022,TARGU-MURES,816
777007,113,4/5/2022,DEJ,"9,097"
777024,152,4/5/2022,SANGEORGIU DE MURES,"1,631"
777039,9106,4/5/2022,BISTRITA,542
777048,882,4/5/2022,TARGU-MURES,78
777060,10470,4/5/2022,TARGU MURES,78
777062,882,4/5/2022,TARGU-MURES,78
777064,698,4/5/2022,TARGU-MURES,39
777079,9866,4/5/2022,MOSNITA NOUA,837
777081,8992,4/5/2022,BISTRITA,199
777084,8992,4/5/2022,BISTRITA,"2,088"
777086,12164,4/5/2022,ARAD,700
777091,9866,4/5/2022,MOSNITA NOUA,"1,043"
777096,1145,4/5/2022,BRASOV,764
777101,8845,4/5/2022,TARGU MURES,78
777108,8655,4/5/2022,MIERCUREA CIUC,228
777111,10226,4/5/2022,DEJ,528
777248,1141,4/6/2022,TIMISOARA,"1,833"
777252,6573,4/6/2022,JIBOU,"1,107"
777256,6573,4/6/2022,JIBOU,857
777303,7189,4/6/2022,BUCURESTI SECTORUL 3,219
777306,7189,4/6/2022,BUCURESTI SECTORUL 3,602
777309,7128,4/6/2022,IASI,"1,538"
777316,6050,4/6/2022,CRISTURU SECUIESC,169
777328,6246,4/6/2022,CAMPU LUI NEAG,"1,859"
777333,5394,4/6/2022,SIGHISOARA,396
777335,12005,4/6/2022,TARGU MURES,277
777341,6246,4/6/2022,TARGU JIU,877
777350,7287,4/6/2022,TARGU MURES,228
777366,6173,4/6/2022,TIMISOARA,881
777370,8448,4/6/2022,SIMLEU SILVANIEI,505
777381,7021,4/6/2022,BECLEAN,512
777383,6246,4/6/2022,TARGU JIU,465
777387,8231,4/6/2022,SATU MARE,399
777389,9080,4/6/2022,ZABALA,256
777391,442,4/6/2022,TURDA,"1,190"
777418,8456,4/6/2022,SINAIA,"1,031"
777422,365,4/6/2022,CLUJ-NAPOCA,633
777429,11255,4/6/2022,HARLAU,"1,139"
777443,11350,4/6/2022,TARGU MURES,922
777466,11013,4/6/2022,ODORHEIU SECUIESC,270
777478,12267,4/6/2022,TUNARI,"1,173"
777480,564,4/6/2022,TARGU-MURES,78
777498,11999,4/6/2022,GALATI,"3,448"
777505,12038,4/6/2022,GALATI,797
777516,10387,4/6/2022,CAMPULUNG,491
777518,12094,4/6/2022,BORSEC,291
777521,12284,4/6/2022,CRAIOVA,83
777535,11495,4/6/2022,IASI,184
777542,11514,4/6/2022,ZALAU,536
777551,11467,4/7/2022,ODORHEIU SECUIESC,291
777573,6557,4/7/2022,DUMBRAVITA,385
777604,9712,4/7/2022,HATEG,"1,548"
777626,11529,4/7/2022,MIERCUREA CIUC,270
777629,9751,4/7/2022,TIMISOARA,457
777635,10691,4/7/2022,TARGU MURES,78
777645,6015,4/7/2022,TARGU MURES,39
777653,10599,4/7/2022,FAGARAS,786
777663,7579,4/7/2022,BAIA MARE,416
777667,6307,4/7/2022,CLUJ NAPOCA,464
777669,12227,4/7/2022,TARGU FRUMOS,298
777675,11966,4/7/2022,BACAU,811
777692,12289,4/7/2022,CRAIOVA,67
777701,6448,4/7/2022,RADAUTI,299
777708,8191,4/7/2022,CLUJ NAPOCA,598
777727,12054,4/7/2022,GIROC,0
777732,10387,4/6/2022,CAMPULUNG,341
777733,7189,4/7/2022,BUCURESTI SECTORUL 3,137
777741,624,4/7/2022,CAREI,469
777745,11572,4/7/2022,BACAU,"1,497"
777759,12263,4/7/2022,FALTICENI,323
777765,10857,4/7/2022,PITESTI,769
777767,9595,4/7/2022,SANPAUL,"-1,022"
777771,9595,4/7/2022,SANPAUL,525
777776,9690,4/7/2022,TARGU MURES,965
777791,6015,4/7/2022,TARGU MURES,470
777793,5390,4/7/2022,TARGU MURES,489
777795,882,4/7/2022,TARGU-MURES,431
777797,10470,4/7/2022,TARGU MURES,431
777802,8191,4/7/2022,TIMISOARA,586
777803,6972,4/7/2022,CLUJ NAPOCA,185
777821,4775,4/7/2022,TIMISOARA,927
777822,7128,4/7/2022,FOCSANI,54
777824,10835,4/7/2022,TIMISOARA,103
777836,1387,4/7/2022,CLUJ NAPOCA,"2,252"
777876,10787,4/7/2022,INEU,150
777878,10413,4/7/2022,IASI,-57
777905,6727,4/8/2022,TARGU SECUIESC,719
777907,11350,4/8/2022,TARGU MURES,247
777909,11016,4/8/2022,BRASOV,797
777922,1329,4/8/2022,ODORHEIU SECUIESC,"1,320"
777924,10696,4/8/2022,SANNICOLAU MARE,272
777926,1430,4/8/2022,SANNICOLAU MARE,272
777928,6173,4/8/2022,TIMISOARA,331
777930,6557,4/8/2022,DUMBRAVITA,128
777934,12085,4/8/2022,MACEA,0
777946,12027,4/8/2022,MACEA,272
777947,12117,4/8/2022,SEMLAC,341
777952,8565,4/8/2022,PLOIESTI,199
777956,12091,4/8/2022,BRADESTI,270
777997,9593,4/8/2022,ARAD,543
777999,11071,4/8/2022,TIMISOARA,376
778002,11213,4/8/2022,IASI,99
778003,8434,4/8/2022,BRASOV,345
778006,11514,4/8/2022,ZALAU,839
778015,5902,4/8/2022,VLAHA,"1,046"
778017,6789,4/8/2022,SAVADISLA,457
778023,775,4/8/2022,CLUJ-NAPOCA,84
778036,11132,4/8/2022,GIROC,264
778039,11132,4/8/2022,GIROC,417
778042,1141,4/8/2022,GHIRODA,163
778055,1141,4/8/2022,GHIRODA,941
778066,10413,4/8/2022,IASI,"1,235"
778121,11119,4/11/2022,ARAD,"1,252"
778125,723,4/11/2022,MOINESTI,833
778133,5445,4/11/2022,AMARA,"1,856"
778143,331,4/11/2022,BRASOV,82
778147,554,4/11/2022,CRAIOVA,"1,026"
778156,8028,4/11/2022,CLUJ NAPOCA,791
778159,6919,4/11/2022,BRASOV,302
778167,9833,4/11/2022,MIERCUREA CIUC,"1,079"
778170,11352,4/11/2022,IZVORUL MURESULUI,558
778183,1106,4/11/2022,SUCEAVA,"2,348"
778189,1790,4/11/2022,GORNESTI,891
778198,9652,4/11/2022,SANPAUL,540
778208,10648,4/11/2022,NEGRESTI-OAS,"3,056"
778230,11966,4/11/2022,BACAU,149
778235,10220,4/11/2022,TARGU FRUMOS,217
778256,12083,4/11/2022,MIERCUREA CIUC,131
778260,342,4/11/2022,MIERCUREA CIUC,"2,694"
778265,342,4/11/2022,MIERCUREA CIUC,972
778271,9759,4/11/2022,TURDA,598
778275,316,4/11/2022,TIMISOARA,467
778293,1183,4/11/2022,SFANTU  GHEORGHE,154
778295,484,4/11/2022,PIATRA NEAMT,257
778299,1106,4/11/2022,SUCEAVA,"1,030"
778305,1098,4/11/2022,BUCURESTI SECTORUL 5,"1,008"
778307,554,4/11/2022,CRAIOVA,"1,890"
778363,5722,4/11/2022,ZOLTAN,"1,142"
778382,650,4/11/2022,PETROSANI,"2,011"
778384,793,4/11/2022,FAGARAS,641
778386,667,4/11/2022,BRASOV,598
778391,5039,4/11/2022,ODORHEIU SECUIESC,270
778393,8362,4/11/2022,CARANSEBES,273
778395,162,4/11/2022,SOVATA,270
778398,162,4/11/2022,SOVATA,"1,777"
778399,1098,4/11/2022,BUCURESTI SECTORUL 6,"2,736"
778401,162,4/11/2022,SOVATA,434
778404,10761,4/11/2022,GIROC,"1,345"
778410,162,4/11/2022,SOVATA,"1,329"
778413,864,4/11/2022,MIERCUREA CIUC,230
778418,316,4/11/2022,TIMISOARA,253
778423,7672,4/11/2022,FAGARAS,799
778426,1141,4/11/2022,TIMISOARA,"-1,439"
778427,11361,4/11/2022,TIMISOARA,791
778430,9676,4/11/2022,MOLDOVA NOUA,"2,477"
778453,11173,4/11/2022,GIROC,"1,056"
778462,10592,4/11/2022,BRASOV,781
778470,4518,4/11/2022,TARGU JIU,"1,185"
778491,12070,4/11/2022,TG MURES,689
778502,4518,4/11/2022,TARGU JIU,"1,583"
778513,6050,4/11/2022,TARGU MURES,322
778570,9593,4/11/2022,ARAD,"1,085"
778573,6437,4/11/2022,TIMISOARA,"1,879"
778575,9694,4/11/2022,BIVOLARIA,796
778578,1098,4/11/2022,BUCURESTI SECTORUL 1,671
778582,689,4/11/2022,TIMISOARA,894
778587,10236,4/11/2022,CARANSEBES,"1,740"
778589,9214,4/11/2022,ODORHEIU SECUIESC,"3,056"
778593,10550,4/11/2022,PITESTI,"1,239"
778598,7998,4/11/2022,TARGU JIU,"1,717"
778600,8655,4/11/2022,MIERCUREA CIUC,"1,146"
778606,6557,4/11/2022,DUMBRAVITA,554
778608,1023,4/11/2022,ODORHEIU SECUIESC,207
778610,697,4/11/2022,CARANSEBES,727
778611,8540,4/11/2022,CLUJ NAPOCA,253
778613,9879,4/11/2022,ROMAN,432
778630,8456,4/12/2022,SINAIA,421
778635,10132,4/12/2022,DEVA,69
778656,12279,4/12/2022,BRASOV,"1,220"
778661,1809,4/12/2022,BRASOV,"1,138"
778689,780,4/12/2022,OTOPENI,0
778704,780,4/12/2022,OTOPENI,"1,080"
778708,6573,4/12/2022,JIBOU,686
778714,524,4/12/2022,PIATRA NEAMT,"2,142"
778717,524,4/12/2022,PIATRA NEAMT,271
778742,5324,4/12/2022,ODORHEIU SECUIESC,183
778744,8655,4/12/2022,MIERCUREA CIUC,183
778769,10681,4/12/2022,MIERCUREA CIUC,270
778771,6050,4/12/2022,ODORHEIU SECUIESC,772
778774,9541,4/12/2022,ODORHEIU SECUIESC,"1,370"
778775,1098,4/12/2022,BUCURESTI SECTORUL 3,"1,296"
778778,9080,4/12/2022,ZABALA,"2,856"
778785,6108,4/12/2022,IASI,159
778792,9106,4/12/2022,BISTRITA,295
778798,689,4/12/2022,TIMISOARA,292
778805,10771,4/12/2022,TURDA,882
778807,11945,4/12/2022,BUCURESTI SECTORUL 2,230
778815,161,4/12/2022,BUCURESTI SECTORUL 6,685
778830,8730,4/12/2022,BACAU,"1,214"
778835,6027,4/12/2022,TIMISOARA,"1,994"
778852,6557,4/12/2022,DUMBRAVITA,457
778854,11859,4/12/2022,BRASOV,930
778860,533,4/12/2022,BAIA MARE,651
778881,12176,4/12/2022,SACALAZ,531
778883,10132,4/12/2022,DEVA,896
778885,9934,4/12/2022,BUCURESTI SECTORUL 2,335
778886,162,4/12/2022,SOVATA,-764
778890,7021,4/12/2022,BECLEAN,767
778907,1809,4/12/2022,BRASOV,71
778911,11444,4/12/2022,DROBETA TURNU SEVERIN,"1,131"
778916,7569,4/12/2022,TIMISOARA,"3,245"
778925,12260,4/12/2022,BUCURESTI SECTORUL 5,540
778942,946,4/12/2022,MIERCUREA CIUC,"1,550"
778945,6011,4/12/2022,IASI,298
778949,6246,4/12/2022,TARGU JIU,342
778954,6246,4/12/2022,CAMPU LUI NEAG,596
778956,8923,4/12/2022,TARGU FRUMOS,408
778959,1098,4/12/2022,BUCURESTI SECTORUL 6,124
778975,11833,4/12/2022,TARGU SECUIESC,810
778980,11255,4/12/2022,HARLAU,891
778986,11255,4/12/2022,HARLAU,210
778988,12302,4/12/2022,CLUJ NAPOCA,66
778991,1098,4/12/2022,BUCURESTI SECTORUL 1,124
778992,1098,4/12/2022,BUCURESTI SECTORUL 3,149
778998,9879,4/12/2022,BRASOV,676
779006,7709,4/13/2022,BRASOV,500
779008,9831,4/13/2022,LETCANI,917
779035,7161,4/13/2022,ALBA IULIA,"1,141"
779044,5872,4/13/2022,CLUJ NAPOCA,618
779058,10592,4/13/2022,BRASOV,6
779064,7161,4/13/2022,ALBA IULIA,0
779065,10534,4/13/2022,BORSA,199
779067,4696,4/13/2022,DETA,270
779086,11010,4/13/2022,BUZIAS,807
779097,6588,4/13/2022,CRAIOVA,"1,741"
779099,5056,4/13/2022,TIMISOARA,483
779101,7569,4/13/2022,TIMISOARA,203
779105,8379,4/13/2022,OSICA DE SUS,544
779121,12215,4/13/2022,BEIUS,116
779123,11325,4/13/2022,BUCURESTI,811
779135,442,4/13/2022,TURDA,938
779159,7826,4/13/2022,SFÂNTU GHEORGHE,477
779172,193,4/13/2022,TIMISOARA,"2,224"
779174,360,4/13/2022,BUCURESTI SECTORUL 3,149
779176,193,4/13/2022,TIMISOARA,342
779178,6387,4/13/2022,BICAZ,916
779182,12175,4/13/2022,RESITA,"1,090"
779191,8191,4/13/2022,BUCURESTI SECTORUL 6,"13,901"
779199,10550,4/13/2022,MIOVENI,"1,615"
779255,1098,4/13/2022,BUCURESTI SECTORUL 1,"1,099"
779258,10814,4/13/2022,SFÂNTU GHEORGHE,270
779265,8456,4/13/2022,SINAIA,474
779269,12222,4/13/2022,BRASOV,0
779296,10769,4/13/2022,IASI,298
779298,12295,4/13/2022,GALATI,204
779312,8663,4/13/2022,CLUJ NAPOCA,881
779344,10634,4/14/2022,ZARNESTI,"1,889"
779346,8682,4/14/2022,TIMISU DE JOS,697
779353,11655,4/14/2022,BUCURESTI SECTORUL 1,457
779369,11217,4/14/2022,TURDA,166
779388,11349,4/14/2022,MIERCUREA NIRAJULUI,977
779402,1098,4/14/2022,BUCURESTI SECTORUL 6,51
779423,6173,4/14/2022,TIMISOARA,661
779431,624,4/14/2022,CAREI,542
779442,954,4/14/2022,ARAD,"1,388"
779444,5866,4/14/2022,CLUJ NAPOCA,"1,033"
779449,11601,4/14/2022,IASI,345
779465,316,4/14/2022,TIMISOARA,133
779478,10599,4/14/2022,FAGARAS,636
779487,316,4/14/2022,TIMISOARA,"1,643"
779534,10577,4/14/2022,OVESELU,597
779549,1035,4/14/2022,OTOPENI,"1,839"
779569,1035,4/14/2022,OTOPENI,881
779571,7189,4/14/2022,BUCURESTI SECTORUL 3,680
779574,11195,4/14/2022,BORLOVA,"1,826"
779601,12247,4/14/2022,BRASOV,0
779605,12308,4/14/2022,BUCURESTI SECTORUL 2,910
